URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://smart.who.int/immunizations/ValueSet/IMMZ.C.DE5,0.2.0,active,,IMMZ_C_DE5,IMMZ.C.DE5 ValueSet for Sex,"ValueSet for Sex for IMMZ.C.DE5",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE1,0.2.0,active,,IMMZ_D_DE1,IMMZ.D.DE1 ValueSet for Immunization event status,"ValueSet for Immunization event status for IMMZ.D.DE1",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE107,0.2.0,active,,IMMZ_D_DE107,IMMZ.D.DE107 ValueSet for Type of reaction,"ValueSet for Type of reaction for IMMZ.D.DE107",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE115,0.2.0,active,,IMMZ_D_DE115,IMMZ.D.DE115 ValueSet for Reaction outcome,"ValueSet for Reaction outcome for IMMZ.D.DE115",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE126,0.2.0,active,,IMMZ_D_DE126,IMMZ.D.DE126 ValueSet for Disease targeted,"ValueSet for Disease targeted for IMMZ.D.DE126",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE156,0.2.0,active,,IMMZ_D_DE156,IMMZ.D.DE156 ValueSet for Immunization recommendation status,"ValueSet for Immunization recommendation status for IMMZ.D.DE156",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE161,0.2.0,active,,IMMZ_D_DE161,IMMZ.D.DE161 ValueSet for Potential contraindications,"ValueSet for Potential contraindications for IMMZ.D.DE161",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE18,0.2.0,active,,IMMZ_D_DE18,IMMZ.D.DE18 ValueSet for Vaccine brand,"ValueSet for Vaccine brand for IMMZ.D.DE18",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE19,0.2.0,active,,IMMZ_D_DE19,IMMZ.D.DE19 ValueSet for Vaccine type,"ValueSet for Vaccine type for IMMZ.D.DE19",,
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE204,0.2.0,active,,IMMZ_D_DE204,IMMZ.D.DE204 ValueSet for HIV status,"ValueSet for HIV status for IMMZ.D.DE204",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE212,0.2.0,active,,IMMZ_D_DE212,IMMZ.D.DE212 ValueSet for Type of poliovirus dose,"ValueSet for Type of poliovirus dose for IMMZ.D.DE212",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE216,0.2.0,active,,IMMZ_D_DE216,IMMZ.D.DE216 ValueSet for Type of JE dose,"ValueSet for Type of JE dose for IMMZ.D.DE216",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE220,0.2.0,active,,IMMZ_D_DE220,IMMZ.D.DE220 ValueSet for Type of TBE dose,"ValueSet for Type of TBE dose for IMMZ.D.DE220",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE225,0.2.0,active,,IMMZ_D_DE225,IMMZ.D.DE225 ValueSet for Type of typhoid dose,"ValueSet for Type of typhoid dose for IMMZ.D.DE225",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE229,0.2.0,active,,IMMZ_D_DE229,IMMZ.D.DE229 ValueSet for Type of cholera dose,"ValueSet for Type of cholera dose for IMMZ.D.DE229",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE23,0.2.0,active,,IMMZ_D_DE23,IMMZ.D.DE23 ValueSet for Vaccine manufacturer,"ValueSet for Vaccine manufacturer for IMMZ.D.DE23",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE232,0.2.0,active,,IMMZ_D_DE232,IMMZ.D.DE232 ValueSet for Type of meningococcal dose,"ValueSet for Type of meningococcal dose for IMMZ.D.DE232",,"Internal"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE237,0.2.0,active,,IMMZ_D_DE237,IMMZ.D.DE237 ValueSet for Type of hepatitis A dose,"ValueSet for Type of hepatitis A dose for IMMZ.D.DE237",,"Internal"
