URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.4.2",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ConceptMap/IMMZ.C.ConceptMap"
http://hl7.org/fhir/event-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.110",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","ConceptMap/IMMZ.D.ConceptMap"
http://id.who.int/icd/release/11/mms,1.0.0,active,,ICD11MMS,International Classification of Diseases, 11th Revision Mortality and Morbidity Statistics (MMS),"The International Classification of Diseases, 11th Revision Mortality and Morbidity Statistics (MMS) is one of the ICD11 linearizations. Information about the ICD Foundation Component and the ICD11 Linearizations can be found in the complete reference guide here: [https://icd.who.int/icd11refguide/en/index.html](https://icd.who.int/icd11refguide/en/index.html)    ""**The ICD11 Linearizations (Tabular lists)**    A linearization is a subset of the foundation component, that is:    1. fit for a particular purpose: reporting mortality, morbidity, primary care or other uses;     2. composed of entities that are Mutually Exclusive of each other;     3. each entity is given a single parent.    Linearization is similar to the classical print versions of ICD Tabular List (e.g. volume I of ICD-10 or other previous editions). The main linearization of ICD-11 is Mortality and Morbidity Statistics (MMS). Various linearizations could be built at different granularity, use case or other purposes such as for Primary Care, Clinical Care or Research. The linkage from the foundation component to a particular linearization will ensure consistent use of the ICD.""    ICD-11 for Mortality and Morbidity (ICD-11 MMS) can be downloaded in either print or electronic (spreadsheet) format from the  browser in the Info tab located [here](https://icd.who.int/browse11/l-m/en)","ValueSet/IMMZ.Z.DE19,ValueSet/IMMZ.Z.LiveAttenuated,ValueSet/IMMZ.Z.DE18,ValueSet/IMMZ.Z.DE17,ValueSet/IMMZ.Z.DE16,ValueSet/IMMZ.Z.DE15,ValueSet/IMMZ.Z.DE14,ValueSet/IMMZ.Z.DE5,ValueSet/IMMZ.Z.DE13,ValueSet/IMMZ.Z.DE4,ValueSet/IMMZ.Z.DE34,ValueSet/IMMZ.Z.DE7,ValueSet/IMMZ.Z.DE12,ValueSet/IMMZ.Z.DE11,ValueSet/IMMZ.Z.DE6,ValueSet/IMMZ.Z.DE33,ValueSet/IMMZ.Z.DE10,ValueSet/IMMZ.Z.DE32,ValueSet/IMMZ.Z.DE9,ValueSet/IMMZ.Z.DE8,ValueSet/IMMZ.Z.DE31,ValueSet/IMMZ.Z.DE30,ValueSet/IMMZ.Z.DE1,ValueSet/IMMZ.Z.DE3,ValueSet/IMMZ.Z.DE2,ConceptMap/IMMZ.Z.ConceptMap,ConceptMap/IMMZ.C.ConceptMap,ValueSet/IMMZ.Z.DE29,ValueSet/IMMZ.Z.DE28,ValueSet/IMMZ.Z.DE26,ValueSet/IMMZ.Z.DE25,ValueSet/IMMZ.Z.DE24,ValueSet/IMMZ.Z.DE23,ValueSet/IMMZ.Z.DE22,ValueSet/IMMZ.Z.DE21,ValueSet/IMMZ.Z.DE20,ConceptMap/IMMZ.D.ConceptMap"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/IMMZ.Z.DE17,ValueSet/IMMZ.Z.DE3,ConceptMap/IMMZ.Z.ConceptMap,ValueSet/IMMZ.Z.DE4,ValueSet/IMMZ.Z.DE11,ValueSet/IMMZ.Z.DE6,ValueSet/IMMZ.Z.DE32,ValueSet/IMMZ.Z.DE9,ConceptMap/IMMZ.C.ConceptMap,ConceptMap/IMMZ.D.ConceptMap"
http://smart.who.int/immunizations/CodeSystem/DD,0.2.0,active,,DD,Decision Table,"CodeSystem for Decision Table. Autogenerated from DAK artifacts","ValueSet/DD"
http://smart.who.int/immunizations/CodeSystem/IMMZ.C,0.2.0,active,,IMMZ_C,IMMZ.C CodeSystem for Data Elements,"CodeSystem for IMMZ.C Data Elements","ConceptMap/IMMZ.C.ConceptMap,ValueSet/IMMZ.C.DE5"
http://smart.who.int/immunizations/CodeSystem/IMMZ.D,0.2.0,active,,IMMZ_D,IMMZ.D CodeSystem for Data Elements,"CodeSystem for IMMZ.D Data Elements","ValueSet/IMMZ.D.DE161,ValueSet/IMMZ.D.DE95,ValueSet/IMMZ.D.DE232,ValueSet/IMMZ.D.DE254,ValueSet/IMMZ.D.DE1,ValueSet/IMMZ.D.DE243,ValueSet/IMMZ.D.DE220,ValueSet/IMMZ.D.DE241,ValueSet/IMMZ.D.DE258,ValueSet/IMMZ.D.DE115,ValueSet/IMMZ.D.DE225,ValueSet/IMMZ.D.DE5,ValueSet/IMMZ.D.DE126,ValueSet/IMMZ.D.DE246,ValueSet/IMMZ.D.Observation,ValueSet/IMMZ.D.DE212,ValueSet/IMMZ.D.DE156,ValueSet/IMMZ.D.DE229,ValueSet/IMMZ.D.DE107,ValueSet/IMMZ.D.DE86,ValueSet/IMMZ.D.DE216,ValueSet/IMMZ.D.DE237,ValueSet/IMMZ.D.DE204,ConceptMap/IMMZ.D.ConceptMap"
http://smart.who.int/immunizations/CodeSystem/IMMZ.D2.DT.Inputs,0.2.0,active,,IMMZ_D2_DT_Inputs,IMMZ.D2.DT.Inputs CodeSystem for Decision Table Inputs,"CodeSystem for Decision Table Inputs","ValueSet/IMMZ.D2.DT.Varicella.1Dose,ValueSet/IMMZ.D2.DT.HepatitisA.IHAV2,ValueSet/IMMZ.D2.DT.Malaria.4Dose,ValueSet/IMMZ.D2.DT.HepatitisA.IHAV1,ValueSet/IMMZ.D2.DT.Rabies.PrEP,ValueSet/IMMZ.D2.DT.Cholera.rBSover5,ValueSet/IMMZ.D2.DT.Cholera.WC,ValueSet/IMMZ.D2.DT.Mumps.2Dose,ValueSet/IMMZ.D2.DT.Cholera.rBS2to5,ValueSet/IMMZ.D2.DT.Meningococcal.Quad2,ValueSet/IMMZ.D2.DT.Meningococcal.Quad1,ValueSet/IMMZ.D2.DT.Varicella.2Dose,ValueSet/IMMZ.D2.DT.HepatitisA.LHAV1,ValueSet/IMMZ.D2.DT.Dengue.Seropos,ValueSet/IMMZ.D2.DT.Dengue.NoScreen,ValueSet/IMMZ.D2.DT.Meningococcal.MenA1,ValueSet/IMMZ.D2.DT.Meningococcal.Poly,ValueSet/IMMZ.D2.DT.Meningococcal.MenA2,ValueSet/IMMZ.D2.DT.Seasonalinfluenza.2Dose,ValueSet/IMMZ.D2.DT.Meningococcal.MenC"
http://smart.who.int/immunizations/CodeSystem/IMMZ.D2.DT.Outputs,0.2.0,active,,IMMZ_D2_DT_Outputs,IMMZ.D2.DT.Outputs CodeSystem for Decision Table Outputs,"CodeSystem for Decision Table Outputs","ValueSet/IMMZ.D2.DT.Varicella.1Dose,ValueSet/IMMZ.D2.DT.HepatitisA.IHAV2,ValueSet/IMMZ.D2.DT.Malaria.4Dose,ValueSet/IMMZ.D2.DT.HepatitisA.IHAV1,ValueSet/IMMZ.D2.DT.Rabies.PrEP,ValueSet/IMMZ.D2.DT.Cholera.rBSover5,ValueSet/IMMZ.D2.DT.Cholera.WC,ValueSet/IMMZ.D2.DT.Mumps.2Dose,ValueSet/IMMZ.D2.DT.Cholera.rBS2to5,ValueSet/IMMZ.D2.DT.Meningococcal.Quad2,ValueSet/IMMZ.D2.DT.Meningococcal.Quad1,ValueSet/IMMZ.D2.DT.Varicella.2Dose,ValueSet/IMMZ.D2.DT.HepatitisA.LHAV1,ValueSet/IMMZ.D2.DT.Dengue.Seropos,ValueSet/IMMZ.D2.DT.Dengue.NoScreen,ValueSet/IMMZ.D2.DT.Meningococcal.MenA1,ValueSet/IMMZ.D2.DT.Meningococcal.Poly,ValueSet/IMMZ.D2.DT.Meningococcal.MenA2,ValueSet/IMMZ.D2.DT.Seasonalinfluenza.2Dose,ValueSet/IMMZ.D2.DT.Meningococcal.MenC"
http://smart.who.int/immunizations/CodeSystem/IMMZ.D5.DT.Inputs,0.2.0,active,,IMMZ_D5_DT_Inputs,IMMZ.D5.DT.Inputs CodeSystem for Decision Table Inputs,"CodeSystem for Decision Table Inputs","ValueSet/IMMZ.D5.DT.Rabies.CI,ValueSet/IMMZ.D5.DT.Mumps.CI,ValueSet/IMMZ.D5.DT.Meningococcal.CI,ValueSet/IMMZ.D5.DT.Malaria.CI,ValueSet/IMMZ.D5.DT.Dengue.CI,ValueSet/IMMZ.D5.DT.Seasonalinfluenza.CI,ValueSet/IMMZ.D5.DT.HepatitisA.CI,ValueSet/IMMZ.D5.DT.Varicella.CI"
