"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"IMMZCRegisterClient","IMMZCRegisterClient","IMMZCRegisterClient","","","",0,*,"","","","null {[]} {[]}
","IMMZ.C Register Client","Data elements for the IMMZ.C Register Client Data Dictionary.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IMMZCRegisterClient","IMMZCRegisterClient.uniqueId","IMMZCRegisterClient.uniqueId","","","",1,1,"","","Y","string {[]} {[]}
","Unique identifier","Unique identifier for the client, according to the policies applicable to each country. There can be more than one unique identifier used to link records (e.g. national ID, health ID, immunization information system ID, medical record ID).","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE1
",,,,"IMMZCRegisterClient.uniqueId",1,1,"",""
"IMMZCRegisterClient","IMMZCRegisterClient.name","IMMZCRegisterClient.name","","","",1,1,"","","","string {[]} {[]}
","Name","The full name of the client","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE2
http://loinc.org#54125-0 (Patient name)http://snomed.info/sct#371484003 (Patient name (observable entity))",,,,"IMMZCRegisterClient.name",1,1,"","IMMZ-C-name-1:Only letters and special characters (period, dash) allowed. {$this.matches('[A-Za-z-.]*')}
"
"IMMZCRegisterClient","IMMZCRegisterClient.firstName","IMMZCRegisterClient.firstName","","","",0,1,"","","","string {[]} {[]}
","First name","Client's first name or given name","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE3
http://loinc.org#45392-8 (First name)http://snomed.info/sct#184095009 (Patient forename (observable entity))",,,,"IMMZCRegisterClient.firstName",0,1,"","IMMZ-C-name-1:Only letters and special characters (period, dash) allowed. {$this.matches('[A-Za-z-.]*')}
"
"IMMZCRegisterClient","IMMZCRegisterClient.familyName","IMMZCRegisterClient.familyName","","","",0,1,"","","","string {[]} {[]}
","Last name","Client's family name or last name","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE4
http://loinc.org#45394-4 (Last name)http://snomed.info/sct#184096005 (Patient surname (observable entity))",,,,"IMMZCRegisterClient.familyName",0,1,"","IMMZ-C-name-1:Only letters and special characters (period, dash) allowed. {$this.matches('[A-Za-z-.]*')}
"
"IMMZCRegisterClient","IMMZCRegisterClient.sex","IMMZCRegisterClient.sex","","","",1,1,"","","","code {[]} {[]}
","Sex","Documentation of a specific instance of sex information for the client","","","","","","","","","",,"required","","http://smart.who.int/ig/smart-immunizations/ValueSet/IMMZ.C.DE5","http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE5
http://loinc.org#46098-0 (Sex)http://snomed.info/sct#184100006 (Patient sex (observable entity))",,,,"IMMZCRegisterClient.sex",1,1,"",""
"IMMZCRegisterClient","IMMZCRegisterClient.birthDate","IMMZCRegisterClient.birthDate","","","",0,1,"","","","date {[]} {[]}
","Date of birth","Client's date of birth (DOB) if known; if unknown, use assigned DOB for administrative purposes","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE10
http://loinc.org#21112-8 (Birth date)http://snomed.info/sct#184099003 (Date of birth (observable entity))",,,,"IMMZCRegisterClient.birthDate",0,1,"",""
"IMMZCRegisterClient","IMMZCRegisterClient.caregiver","IMMZCRegisterClient.caregiver","","","",0,*,"","","","BackboneElement {[]} {[]}
","Caregiver","The client's caregiver (person) which could be next of kin (e.g. partner, husband, mother, sibling, etc.)","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE14
http://snomed.info/sct#184140000 (Caregiver details (observable entity))",,,,"IMMZCRegisterClient.caregiver",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IMMZCRegisterClient","IMMZCRegisterClient.caregiver.id","IMMZCRegisterClient.caregiver.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IMMZCRegisterClient","IMMZCRegisterClient.caregiver.extension","IMMZCRegisterClient.caregiver.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZCRegisterClient","IMMZCRegisterClient.caregiver.modifierExtension","IMMZCRegisterClient.caregiver.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZCRegisterClient","IMMZCRegisterClient.caregiver.name","IMMZCRegisterClient.caregiver.name","","","",1,1,"","","","string {[]} {[]}
","Caregiver's full name","The full name of the client's caregiver","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE15
http://snomed.info/sct#184140000 (Caregiver details (observable entity))",,,,"IMMZCRegisterClient.caregiver.name",1,1,"","IMMZ-C-name-1:Only letters and special characters (period, dash) allowed. {$this.matches('[A-Za-z-.]*')}
"
"IMMZCRegisterClient","IMMZCRegisterClient.caregiver.firstName","IMMZCRegisterClient.caregiver.firstName","","","",0,1,"","","","string {[]} {[]}
","Caregiver's first name","First or given name of the client's caregiver","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE16
",,,,"IMMZCRegisterClient.caregiver.firstName",0,1,"","IMMZ-C-name-1:Only letters and special characters (period, dash) allowed. {$this.matches('[A-Za-z-.]*')}
"
"IMMZCRegisterClient","IMMZCRegisterClient.caregiver.familyName","IMMZCRegisterClient.caregiver.familyName","","","",0,1,"","","","string {[]} {[]}
","Caregiver's family name","Family name or last name of the client's caregiver","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE17
",,,,"IMMZCRegisterClient.caregiver.familyName",0,1,"","IMMZ-C-name-1:Only letters and special characters (period, dash) allowed. {$this.matches('[A-Za-z-.]*')}
"
"IMMZCRegisterClient","IMMZCRegisterClient.phone","IMMZCRegisterClient.phone","","","",1,1,"","","","string {[]} {[]}
","Contact phone number","Client's phone number","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE18
http://loinc.org#42077-8 (Patient Phone number)http://snomed.info/sct#184103008 (Patient telephone number (observable entity))",,,,"IMMZCRegisterClient.phone",1,1,"",""
"IMMZCRegisterClient","IMMZCRegisterClient.administrativeArea","IMMZCRegisterClient.administrativeArea","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Administrative area","The name of the city/municipality/town/village of where the client lives","","","","","","","","","",,,,,"http://smart.who.int/ig/smart-immunizations/CodeSystem/IMMZ.C#DE19
http://loinc.org#56799-0 (Address)http://snomed.info/sct#184097001 (Patient address (observable entity))",,,,"IMMZCRegisterClient.administrativeArea",0,1,"",""
